NACA 4408
	51. 	50.

0.000000000000000000e+00 0.000000000000000000e+00
2.669999999999999847e-04 3.805999999999999921e-03
2.533000000000000095e-03 7.903000000000000302e-03
6.799000000000000356e-03 1.227100000000000066e-02
1.305599999999999990e-02 1.688600000000000170e-02
2.128599999999999937e-02 2.171000000000000013e-02
3.146600000000000091e-02 2.669900000000000051e-02
4.356000000000000150e-02 3.180100000000000288e-02
5.752800000000000274e-02 3.695600000000000274e-02
7.331799999999999429e-02 4.210099999999999953e-02
9.087099999999999345e-02 4.716800000000000159e-02
1.101179999999999937e-01 5.208800000000000235e-02
1.309829999999999883e-01 5.678899999999999920e-02
1.533809999999999896e-01 6.120199999999999946e-02
1.772179999999999866e-01 6.525999999999999857e-02
2.023949999999999916e-01 6.889800000000000091e-02
2.288030000000000064e-01 7.205799999999999705e-02
2.563300000000000023e-01 7.468600000000000239e-02
2.848570000000000269e-01 7.673699999999999966e-02
3.142590000000000106e-01 7.817100000000000437e-02
3.444090000000000207e-01 7.895900000000000141e-02
3.751780000000000115e-01 7.907799999999999552e-02
4.063629999999999742e-01 7.852199999999999458e-02
4.376459999999999795e-01 7.746799999999999520e-02
4.691620000000000235e-01 7.601299999999999724e-02
5.007840000000000069e-01 7.417400000000000382e-02
5.323849999999999971e-01 7.197000000000000619e-02
5.638370000000000326e-01 6.942600000000000160e-02
5.950140000000000429e-01 6.656900000000000317e-02
6.257920000000000149e-01 6.342799999999999827e-02
6.560489999999999933e-01 6.003800000000000109e-02
6.856649999999999689e-01 5.643200000000000299e-02
7.145249999999999657e-01 5.264800000000000035e-02
7.425159999999999538e-01 4.872499999999999748e-02
7.695279999999999898e-01 4.470500000000000168e-02
7.954569999999999697e-01 4.062899999999999845e-02
8.202030000000000154e-01 3.654099999999999709e-02
8.436709999999999487e-01 3.248399999999999899e-02
8.657719999999999860e-01 2.850199999999999956e-02
8.864210000000000145e-01 2.463800000000000018e-02
9.055419999999999581e-01 2.093700000000000075e-02
9.230620000000000491e-01 1.744100000000000164e-02
9.389150000000000551e-01 1.418900000000000022e-02
9.530429999999999735e-01 1.121899999999999981e-02
9.653929999999999456e-01 8.567999999999999228e-03
9.759210000000000385e-01 6.265999999999999868e-03
9.845869999999999900e-01 4.342999999999999639e-03
9.913600000000000190e-01 2.821999999999999856e-03
9.962159999999999904e-01 1.721000000000000090e-03
9.991360000000000241e-01 1.056000000000000081e-03
1.000 8.329999999999999731e-04

0.0  -3.412000000000000102e-03
5.351999999999999987e-03 -6.333000000000000088e-03
1.091400000000000009e-02 -8.767999999999999752e-03
1.836099999999999885e-02 -1.072599999999999942e-02
2.765700000000000103e-02 -1.222099999999999922e-02
3.875800000000000078e-02 -1.327099999999999981e-02
5.161299999999999916e-02 -1.389899999999999990e-02
6.616500000000000159e-02 -1.413000000000000020e-02
8.235399999999999665e-02 -1.399599999999999976e-02
1.001120000000000065e-01 -1.353099999999999963e-02
1.193690000000000029e-01 -1.277299999999999963e-02
1.400480000000000058e-01 -1.176499999999999942e-02
1.620719999999999938e-01 -1.055000000000000035e-02
1.853579999999999950e-01 -9.176999999999999394e-03
2.098200000000000065e-01 -7.694999999999999583e-03
2.353699999999999959e-01 -6.154999999999999881e-03
2.619159999999999822e-01 -4.610000000000000382e-03
2.893640000000000101e-01 -3.108999999999999785e-03
3.176160000000000094e-01 -1.704999999999999918e-03
3.465739999999999932e-01 -4.449999999999999746e-04
3.761329999999999951e-01 6.260000000000000373e-04
4.062549999999999772e-01 1.469999999999999953e-03
4.370209999999999928e-01 2.223000000000000149e-03
4.680480000000000196e-01 2.941000000000000038e-03
4.992159999999999931e-01 3.603999999999999999e-03
5.304060000000000441e-01 4.192999999999999679e-03
5.614970000000000239e-01 4.694000000000000256e-03
5.923680000000000057e-01 5.093999999999999570e-03
6.228979999999999517e-01 5.387000000000000295e-03
6.529679999999999929e-01 5.568000000000000033e-03
6.824590000000000378e-01 5.636999999999999650e-03
7.112540000000000529e-01 5.597000000000000412e-03
7.392379999999999507e-01 5.453000000000000382e-03
7.662989999999999524e-01 5.215000000000000017e-03
7.923289999999999500e-01 4.892999999999999780e-03
8.172209999999999752e-01 4.499000000000000395e-03
8.408759999999999568e-01 4.048000000000000383e-03
8.631969999999999921e-01 3.555000000000000000e-03
8.840919999999999890e-01 3.033999999999999805e-03
9.034750000000000281e-01 2.501000000000000185e-03
9.212660000000000293e-01 1.968999999999999830e-03
9.373920000000000030e-01 1.453999999999999997e-03
9.517839999999999634e-01 9.669999999999999776e-04
9.643829999999999902e-01 5.220000000000000031e-04
9.751360000000000028e-01 1.259999999999999998e-04
9.839959999999999818e-01 -2.090000000000000115e-04
9.909270000000000023e-01 -4.780000000000000178e-04
9.958989999999999787e-01 -6.729999999999999871e-04
9.988899999999999446e-01 -7.929999999999999766e-04
1.00  -8.329999999999999731e-04
